Company_Name_cl,Reg_no_cl,License_type_cl,Award_date_cl,Expiry_date_cl,Group_cl,Block_cl,Commodity_cl,Area_acre_cl,Location_state_cl
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,72,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,73,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,74,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,75,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,76,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,82,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,83,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,84,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,85,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,86,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,90,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,91,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,92,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,93,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,94,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,101,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,102,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,103,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,104,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,105,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,112,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,113,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,114,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,115,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,116,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,123,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,124,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,125,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,126,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,127,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,131,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,132,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,133,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,134,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,135,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,139,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,140,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,141,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,142,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,143,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,150,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,151,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,152,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,153,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,154,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,161,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,162,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,163,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,164,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,165,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,172,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,173,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2010-11-1,2013-10-31,Ma Kyan Kha Mhaw Thit Phaw Htot,174,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,46,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,47,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,48,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,62,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,63,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,64,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,77,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,78,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,79,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,87,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,88,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,89,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,95,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,96,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,97,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,106,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,107,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,108,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,117,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,118,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,119,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,128,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,129,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,130,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,144,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,145,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,146,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,155,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,156,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,157,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,166,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,167,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,168,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,176,Jade,1,Sagaing Division
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,919/1996-1997,Private,2012-2-4,2015-2-3,Ma Kyan Kha  Phaw Htot,177,Jade,1,Sagaing Division
RICHEST GEMS COMPANY LIMITED,1047/2007-2008,Joint Venture,2008-3-10,2013-3-10,Mamon,3,Jade,79,Kachin State
RICHEST GEMS COMPANY LIMITED,1047/2007-2008,Joint Venture,2008-4-28,2013-4-27,War Kyae,6,Jade,95,Kachin State
RICHEST GEMS COMPANY LIMITED,1047/2007-2008,Joint Venture,2009-5-28,2014-5-27,Thaung Cho,2,Jade,9,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Joint Venture,2007-4-9,2012-4-8,Ngo Pin,2,Jade,146,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-12-17,1900-12-16,Mana,47,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-3-6,1900-3-5,Mhaw Si Sar,218,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-3-6,1900-3-5,Mhaw Si Sar,219,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-3-6,1900-3-5,Mhaw Si Sar,220,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-3-6,1900-3-5,Mhaw Si Sar,227,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-6-17,1900-3-5,Sha Yaung Kha,372,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-7-21,1900-3-5,Mana,143,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-7-21,1900-3-5,Mana,145,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2009-10-28,1900-10-27,Mana,144,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-5-11,2015-5-10,Mana,146,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-5-11,2015-5-10,Mana,147,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-5-11,2015-5-10,Mana,148,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-6-13,2015-6-12,Mat Lin Chaung,189,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-9-12,2015-9-11,Kyet Paung Chaung Phyar,5,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-9-12,2015-9-11,Kyet Paung Chaung Phyar,6,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-9-12,2015-9-11,Kyet Paung Chaung Phyar,7,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-11-10,2015-11-9,Phar Kant Gyi,72,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-8-23,2017-8-22,Sha Yaung Kha,77,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-8-23,2017-8-22,Maw Maung,97,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-8-23,2017-8-22,Maw Maung,102,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-9-3,2017-9-2,Nant Mhaw,142,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2012-9-3,2017-9-2,Sha Yaung Kha,63,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2007-10-24,2012-10-23,Mana,217,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-5-9,1900-5-8,Maw Maung,123,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,46,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,47,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,48,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,49,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,50,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,51,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,52,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,53,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-6-5,1900-6-4,Sa Byi Wa,54,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-9-20,1900-9-19,Mana,98,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,1900-9-20,1900-9-19,Sha Yaung Kha,188,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2011-3-20,2014-3-19,Sha Yaung Kha,60,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2011-5-19,2014-5-18,Sha Yaung Kha,337,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2011-5-19,2014-5-18,Sha Yaung Kha,338,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-5-11,2015-5-10,Mana,146,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-5-11,2015-5-10,Mana,147,Jade,1,Kachin State
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,7/2000-2001,Private,2010-5-11,2015-5-10,Mana,18,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2010-10-24,2013-10-23,Ma Mon,36,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-5-10,2014-5-9,Maw Maung,212,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2009-12-20,2012-12-19,Nant Mhaw,53,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-4-2,2014-4-1,Nant Mhaw,238,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-4-2,2014-4-1,Nant Mhaw,239,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-3-8,2014-3-7,Sha Yaung Kha,128,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-3-8,2014-3-7,Sha Yaung Kha,130,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-3-8,2014-3-7,Sha Yaung Kha,132,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-3-8,2014-3-7,Sha Yaung Kha,134,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-12-11,2016-12-10,Nant Mhaw,282,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-12-11,2016-12-10,Nant Mhaw,284,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-12-11,2016-12-10,Nant Mhaw,286,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2012-8-28,2017-8-27,Sha Yaung Kha,375,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2012-8-28,2017-8-27,Sha Yaung Kha,376,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2012-8-28,2017-8-27,Sha Yaung Kha,377,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2012-9-12,2017-9-11,Mat Lin Chaung,107,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-2-2,2014-2-1,Nant Mhaw,230,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-2-2,2014-2-1,Nant Mhaw,231,Jade,1,Kachin State
