Company_Name_cl,Reg_no_cl,License_type_cl,Award_date_cl,Expiry_date_cl,Group_cl,Block_cl,Commodity_cl,Area_acre_cl,Location_state_cl
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,666,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,667,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,668,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,669,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,670,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,671,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,672,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,673,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,674,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,675,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,676,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,677,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,678,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Walar Phawhtoke,140,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Walar Phawhtoke,141,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Walar Phawhtoke,142,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Walar Phawhtoke,143,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Walar Phawhtoke,144,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-8-27,2014-8-26,Sa Pot,224,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2010-7-1,2015-6-30,Ba Zan Chaut,64,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2010-8-10,2015-8-9,Ba Zan Chaut,83,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2013-4-1,2016-3-31,Mana,303,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2011-4-24,2016-4-23,Maw La Kin,28,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2012-6-15,2017-6-14,Mana,274,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2012-7-10,2017-7-9,Kalar Mhaw,121,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2009-8-27,2014-8-26,Sa Pot,224,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2012-2-20,2015-2-19,Whay Lone,25,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2012-2-20,2015-2-19,Whay Lone,26,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,2012-2-20,2015-2-19,Whay Lone,27,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,4,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,43,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,44,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,46,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,87,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,88,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,89,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,90,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,91,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,92,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,93,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,94,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,95,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,96,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,97,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,98,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,99,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,100,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,101,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,102,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,103,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,104,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,105,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,106,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,107,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,108,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Sa Pot,109,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,36,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,37,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,38,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,39,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,40,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,41,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,42,Jade,1,Kachin State
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,67/2008-2009,Private,1900-9-3,1900-9-2,Ba Zan Chaut,43,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Joint Venture,2012-4-8,2015-4-7,Ka Day,1,Jade,185,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Joint Venture,2012-11-22,2017-11-21,Phar Pyin,3,Jade,3,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2008-9-12,2013-9-11,Ngo Pinn,112,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2008-9-12,2013-9-11,Ngo Pinn,114,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2008-9-12,2013-9-11,Ngo Pinn,133,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2010-9-6,2013-9-5,Ba La Kha,1,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2010-9-6,2013-9-5,Ba La Kha,52,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2010-9-6,2013-9-5,Ba La Kha,53,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2010-9-6,2013-9-5,Mhaw Si Sar,43,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2010-9-30,2013-8-29,Maw One Gyi,87,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,87,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,88,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-3-18,1900-3-17,Maw One Gyi,216,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,89,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,90,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,91,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,92,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,93,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,94,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,95,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,96,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,97,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-1-16,1900-1-15,Mhaw Si Sar,98,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-2-22,1900-2-21,Mhaw Si Sar,131,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-2-22,1900-2-21,Mhaw Si Sar,132,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-2-22,1900-2-21,Mhaw Si Sar,133,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-2-22,1900-2-21,Mhaw Si Sar,134,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-2-22,1900-2-21,Mhaw Si Sar,135,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-2-22,1900-2-21,Mhaw Si Sar,136,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Mhaw Si Sar,187,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Mhaw Si Sar,188,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Mhaw Si Sar,189,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2008-11-10,1900-11-9,Maw One Gyi,62,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-2-13,1900-2-12,Mana,185,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-2-13,1900-2-12,Mana,186,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-2-13,1900-2-12,Mana,187,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-4-28,1900-4-27,Maw One Gyi,123,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-4-28,1900-4-27,Maw One Gyi,124,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-4-28,1900-4-27,Maw One Gyi,125,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-4-28,1900-4-27,Maw One Gyi,126,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-4-28,1900-4-27,Maw One Gyi,127,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2011-4-2,1900-4-1,Mhaw Si Sar,185,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2011-4-2,1900-4-1,Mhaw Si Sar,183,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2011-4-2,1900-4-1,Mhaw Si Sar,184,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2011-4-2,1900-4-1,Mhaw Si Sar,190,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2011-4-2,1900-4-1,Mhaw Si Sar,191,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2009-4-28,1900-4-27,Maw One Gyi,61,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2011-11-10,1900-11-9,Mar Sarr,150,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2012-9-18,2017-9-17,Maw One Gyi,121,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,2012-9-18,2017-9-17,Maw One Gyi,122,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-8-30,1900-8-29,Maw One Gyi,78,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-7-12,1900-7-11,Maw One Gyi,92,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-7-4,1900-7-3,Maw One Lay,118,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-9-14,1900-9-13,Mhaw Si Sar,112,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-9-14,1900-9-13,Mhaw Si Sar,113,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Ngo Pinn,139,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Ngo Pinn,137,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Ngo Pinn,138,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Ngo Pinn,140,Jade,1,Kachin State
JADE MOUNTAIN COMPANY LIMITED,203/2000-2001,Private,1900-4-2,1900-4-1,Ngo Pinn,141,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Joint Venture,2012-4-7,2015-4-6,Ma Laung,2,Jade,85,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,2011-3-20,2014-3-19,Maw Maung,188,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,2012-3-28,2015-3-28,Ba Zan Chaut,61,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,2012-3-28,2015-3-28,Ba Zan Chaut,62,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,1,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,2,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,3,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,4,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,5,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,6,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,17,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,18,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,19,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,20,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,21,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,22,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,23,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,24,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,25,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,26,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,27,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,1900-9-3,1900-9-2,Lwe Gyaung,28,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,2012-3-28,2017-3-27,Ba Zan Chaut,61,Jade,1,Kachin State
THI RAW MANI GEMS & JEWELLERY COMPANY LIMITED,363/1995-1996,Private,2012-3-28,2017-3-27,Ba Zan Chaut,62,Jade,1,Kachin State
KYAING INTERNATIONAL GEMS COMPANY LIMITED,872/2007-2008,Joint Venture,2013-3-10,2016-3-9,Kyet Paung Chaung Phyar,1,Jade,7,Kachin State
KYAING INTERNATIONAL GEMS COMPANY LIMITED,872/2007-2008,Joint Venture,2012-8-10,2015-8-9,Myauk Phyu,1,Jade,25,Kachin State
KYAING INTERNATIONAL GEMS COMPANY LIMITED,872/2007-2008,Joint Venture,2013-3-10,2016-3-9,Mhaw Si Sar,2,Jade,14,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Joint Venture,2012-4-8,2015-4-7,Ka Day,2,Jade,165,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Sa Byi Wa,73,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Sa Byi Wa,74,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Ba La Kha,204,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Ba La Kha,205,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Ba La Kha,206,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,161,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,162,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,163,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,164,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,165,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,166,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,167,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,168,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,169,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,170,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,171,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,172,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,173,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Maw La Kin,174,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Myaik Phyu,139,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Myaik Phyu,140,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2010-11-2,2013-11-1,Myaik Phyu,141,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2011-1-16,2014-1-15,Ba La Kha,168,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2012-5-29,2015-5-28,Ka Day,72,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2012-5-29,2015-5-28,Sha Yaung Kha,214,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2012-8-10,2015-8-9,Ba La Kha,13,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2012-9-29,2015-9-28,Ba La Kha,45,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2012-9-29,2015-9-28,Ba La Kha,46,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2009-11-26,2012-11-25,Mana,192,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2009-11-26,2012-11-25,Mana,193,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2009-11-26,2012-11-25,Mana,196,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2009-11-26,2012-11-25,Mana,197,Jade,1,Kachin State
"Myat Yamon Gems Co.,Ltd",1043/1995-1996,Private,2009-11-26,2012-11-25,Sha Yaung Kha,35,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Kar Li Chaung,30,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ka Day,98,Jade,1,Kachin State
